cell,time
HSPC_025,0.0
HSPC_031,0.0009345794392523365
LT_HSC_001,0.001869158878504673
HSPC_001,0.0028037383177570096
HSPC_008,0.003738317757009346
HSPC_014,0.004672897196261683
HSPC_020,0.005607476635514019
LT_HSC_002,0.0065420560747663555
HSPC_002,0.007476635514018692
HSPC_021,0.008411214953271028
LT_HSC_003,0.009345794392523366
HSPC_022,0.010280373831775701
LT_HSC_004,0.011214953271028038
HSPC_017,0.012149532710280374
HSPC_035,0.013084112149532711
HSPC_018,0.014018691588785047
HSPC_024,0.014953271028037384
LT_HSC_006,0.01588785046728972
Prog_013,0.016822429906542057
Prog_025,0.017757009345794394
Prog_031,0.01869158878504673
Prog_037,0.019626168224299065
Prog_008,0.020560747663551402
Prog_014,0.02149532710280374
Prog_020,0.022429906542056077
Prog_026,0.023364485981308414
Prog_032,0.024299065420560748
Prog_038,0.025233644859813085
Prog_002,0.026168224299065422
Prog_009,0.02710280373831776
Prog_015,0.028037383177570093
Prog_021,0.02897196261682243
Prog_027,0.029906542056074768
Prog_033,0.030841121495327105
Prog_039,0.03177570093457944
LT_HSC_009,0.03271028037383178
Prog_003,0.03364485981308411
Prog_010,0.03457943925233645
Prog_016,0.03551401869158879
Prog_022,0.03644859813084112
Prog_028,0.03738317757009346
Prog_040,0.038317757009345796
Prog_004,0.03925233644859813
Prog_011,0.04018691588785047
Prog_023,0.041121495327102804
Prog_029,0.042056074766355145
Prog_035,0.04299065420560748
LT_HSC_012,0.04392523364485981
Prog_012,0.04485981308411215
Prog_018,0.04579439252336449
Prog_024,0.04672897196261683
Prog_030,0.04766355140186916
Prog_036,0.048598130841121495
Prog_042,0.049532710280373836
Prog_006,0.05046728971962617
HSPC_055,0.0514018691588785
HSPC_079,0.052336448598130844
LT_HSC_013,0.05327102803738318
HSPC_062,0.05420560747663552
HSPC_074,0.05514018691588785
LT_HSC_014,0.056074766355140186
HSPC_057,0.05700934579439253
HSPC_069,0.05794392523364486
HSPC_075,0.0588785046728972
HSPC_081,0.059813084112149535
LT_HSC_015,0.06074766355140187
HSPC_076,0.06168224299065421
HSPC_082,0.06261682242990654
LT_HSC_016,0.06355140186915888
HSPC_065,0.06448598130841121
HSPC_077,0.06542056074766356
HSPC_083,0.06635514018691589
LT_HSC_017,0.06728971962616823
HSPC_047,0.06822429906542056
HSPC_060,0.0691588785046729
HSPC_066,0.07009345794392524
HSPC_084,0.07102803738317758
LT_HSC_018,0.07196261682242991
Prog_049,0.07289719626168224
Prog_061,0.07383177570093458
Prog_067,0.07476635514018692
Prog_079,0.07570093457943926
Prog_043,0.07663551401869159
Prog_056,0.07757009345794393
Prog_062,0.07850467289719626
Prog_068,0.07943925233644861
Prog_074,0.08037383177570094
Prog_051,0.08130841121495327
Prog_069,0.08224299065420561
Prog_081,0.08317757009345794
LT_HSC_021,0.08411214953271029
Prog_045,0.08504672897196262
Prog_052,0.08598130841121496
Prog_058,0.08691588785046729
Prog_064,0.08785046728971962
Prog_070,0.08878504672897197
Prog_076,0.0897196261682243
Prog_082,0.09065420560747664
LT_HSC_022,0.09158878504672897
Prog_046,0.09252336448598131
Prog_053,0.09345794392523366
Prog_059,0.09439252336448599
Prog_071,0.09532710280373832
Prog_077,0.09626168224299066
LT_HSC_023,0.09719626168224299
LT_HSC_024,0.09813084112149534
Prog_060,0.09906542056074767
Prog_066,0.1
Prog_072,0.10093457943925234
Prog_078,0.10186915887850467
Prog_084,0.102803738317757
Prog_048,0.10373831775700935
HSPC_109,0.10467289719626169
HSPC_115,0.10560747663551402
HSPC_085,0.10654205607476636
HSPC_104,0.10747663551401869
HSPC_110,0.10841121495327104
HSPC_099,0.10934579439252337
HSPC_111,0.1102803738317757
HSPC_087,0.11121495327102804
HSPC_094,0.11214953271028037
HSPC_106,0.11308411214953272
HSPC_118,0.11401869158878505
LT_HSC_028,0.11495327102803739
HSPC_088,0.11588785046728972
HSPC_095,0.11682242990654206
HSPC_119,0.1177570093457944
HSPC_108,0.11869158878504674
HSPC_120,0.11962616822429907
HSPC_126,0.1205607476635514
Prog_091,0.12149532710280374
Prog_115,0.12242990654205609
LT_HSC_031,0.12336448598130842
Prog_085,0.12429906542056075
Prog_092,0.1252336448598131
Prog_098,0.12616822429906543
Prog_110,0.12710280373831775
Prog_116,0.1280373831775701
Prog_122,0.12897196261682242
LT_HSC_032,0.12990654205607477
Prog_093,0.13084112149532712
